1.0038 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
16.6024 	EXP 	slider: markerPos = 2.0208333333333335
16.6190 	EXP 	slider: markerPos = 2.0208333333333335
16.6357 	EXP 	slider: markerPos = 2.0208333333333335
16.6524 	EXP 	slider: markerPos = 2.0208333333333335
16.6600 	DATA 	Mouse:  Left button up, pos=(492,146)
16.6690 	EXP 	slider: markerPos = 2.0208333333333335
16.6857 	EXP 	slider: markerPos = 2.0208333333333335
16.6892 	EXP 	New trial (rep=0, index=1): {'study_word': 'cushion'}
16.7083 	EXP 	text: autoDraw = False
16.7083 	EXP 	slider: autoDraw = False
16.7083 	EXP 	text: height = 0.05000000000000001
16.7083 	EXP 	text: height = 0.05000000000000001
16.7083 	EXP 	text: height = 0.05000000000000001
16.7083 	EXP 	text: text = 'cushion'
16.7083 	EXP 	slider: markerPos = None
16.7083 	EXP 	slider: markerPos = None
16.7083 	EXP 	text: autoDraw = True
16.7083 	EXP 	slider: autoDraw = True
18.0736 	DATA 	Mouse: Left button down, pos=(501,137)
18.1025 	EXP 	slider: markerPos = 2.0677083333333335
18.1192 	EXP 	slider: markerPos = 2.0677083333333335
18.1205 	DATA 	Mouse:  Left button up, pos=(501,137)
18.1358 	EXP 	slider: markerPos = 2.0677083333333335
18.1391 	EXP 	New trial (rep=0, index=2): {'study_word': 'tiger'}
18.1581 	EXP 	text: autoDraw = False
18.1581 	EXP 	slider: autoDraw = False
18.1581 	EXP 	text: height = 0.05000000000000001
18.1581 	EXP 	text: height = 0.05000000000000001
18.1581 	EXP 	text: height = 0.05000000000000001
18.1581 	EXP 	text: text = 'tiger'
18.1581 	EXP 	slider: markerPos = None
18.1581 	EXP 	slider: markerPos = None
18.1581 	EXP 	text: autoDraw = True
18.1581 	EXP 	slider: autoDraw = True
18.8371 	DATA 	Mouse: Left button down, pos=(391,153)
18.8525 	EXP 	slider: markerPos = 1.4947916666666667
18.8691 	EXP 	slider: markerPos = 1.4947916666666667
18.8705 	DATA 	Mouse:  Left button up, pos=(391,153)
18.8860 	EXP 	slider: markerPos = 1.4947916666666667
18.8894 	EXP 	New trial (rep=0, index=3): {'study_word': 'vase'}
18.9006 	DATA 	Mouse: Left button down, pos=(391,153)
18.9115 	EXP 	text: autoDraw = False
18.9115 	EXP 	slider: autoDraw = False
18.9115 	EXP 	text: height = 0.05000000000000001
18.9115 	EXP 	text: height = 0.05000000000000001
18.9115 	EXP 	text: height = 0.05000000000000001
18.9115 	EXP 	text: text = 'vase'
18.9115 	EXP 	slider: markerPos = None
18.9115 	EXP 	slider: markerPos = None
18.9115 	EXP 	text: autoDraw = True
18.9115 	EXP 	slider: autoDraw = True
18.9115 	EXP 	slider: markerPos = 1.4947916666666667
18.9349 	EXP 	slider: markerPos = 1.4947916666666667
18.9363 	DATA 	Mouse:  Left button up, pos=(391,153)
18.9526 	EXP 	slider: markerPos = 1.4947916666666667
18.9558 	EXP 	New trial (rep=0, index=4): {'study_word': 'book'}
18.9731 	EXP 	text: autoDraw = False
18.9731 	EXP 	slider: autoDraw = False
18.9731 	EXP 	text: height = 0.05000000000000001
18.9731 	EXP 	text: height = 0.05000000000000001
18.9731 	EXP 	text: height = 0.05000000000000001
18.9731 	EXP 	text: text = 'book'
18.9731 	EXP 	slider: markerPos = None
18.9731 	EXP 	slider: markerPos = None
18.9731 	EXP 	text: autoDraw = True
18.9731 	EXP 	slider: autoDraw = True
20.0708 	DATA 	Mouse: Left button down, pos=(369,156)
20.0862 	EXP 	slider: markerPos = 1.3802083333333333
20.1028 	EXP 	slider: markerPos = 1.3802083333333333
20.1195 	EXP 	slider: markerPos = 1.3802083333333333
20.1360 	EXP 	slider: markerPos = 1.3802083333333333
20.1528 	EXP 	slider: markerPos = 1.3802083333333333
20.1540 	DATA 	Mouse:  Left button up, pos=(369,156)
20.1694 	EXP 	slider: markerPos = 1.3802083333333333
20.1778 	EXP 	Imported C:/Users/student/Desktop/dhruvi Lab in psy/test_words.xlsx as conditions, 10 conditions, 1 params
20.1782 	EXP 	Created sequence: random, trialTypes=10, nReps=1, seed=None
20.1784 	EXP 	New trial (rep=0, index=0): {'test': 'c_m_r_'}
20.1907 	EXP 	text: autoDraw = False
20.1907 	EXP 	slider: autoDraw = False
20.1907 	EXP 	text_2: height = 0.05000000000000001
20.1907 	EXP 	text_2: height = 0.05000000000000001
20.1907 	EXP 	text_2: height = 0.05000000000000001
20.1907 	EXP 	text_2: text = 'c_m_r_'
20.1907 	EXP 	text_2: autoDraw = True
20.1907 	EXP 	textbox: autoDraw = True
20.1907 	EXP 	text_3: autoDraw = True
24.4201 	DATA 	Keypress: c
24.6034 	DATA 	Keypress: a
24.8701 	DATA 	Keypress: m
25.0368 	DATA 	Keypress: e
25.1702 	DATA 	Keypress: r
25.4534 	DATA 	Keypress: a
26.5537 	DATA 	Mouse: Left button down, pos=(711,161)
26.5554 	EXP 	New trial (rep=0, index=1): {'test': '_p_a_d_'}
26.5702 	EXP 	text_2: autoDraw = False
26.5702 	EXP 	textbox: autoDraw = False
26.5702 	EXP 	text_3: autoDraw = False
26.5702 	EXP 	text_2: height = 0.05000000000000001
26.5702 	EXP 	text_2: height = 0.05000000000000001
26.5702 	EXP 	text_2: height = 0.05000000000000001
26.5702 	EXP 	text_2: text = '_p_a_d_'
26.5702 	EXP 	text_2: autoDraw = True
26.5702 	EXP 	textbox: autoDraw = True
26.5702 	EXP 	text_3: autoDraw = True
26.6566 	DATA 	Mouse:  Left button up, pos=(711,161)
31.6041 	DATA 	Keypress: k
31.8405 	DATA 	Keypress: e
32.1874 	DATA 	Keypress: y
32.5711 	DATA 	Keypress: p
32.7543 	DATA 	Keypress: a
33.0412 	DATA 	Keypress: d
34.2378 	DATA 	Mouse: Left button down, pos=(671,153)
34.2391 	EXP 	New trial (rep=0, index=2): {'test': '_ia_n'}
34.2542 	EXP 	text_2: autoDraw = False
34.2542 	EXP 	textbox: autoDraw = False
34.2542 	EXP 	text_3: autoDraw = False
34.2542 	EXP 	text_2: height = 0.05000000000000001
34.2542 	EXP 	text_2: height = 0.05000000000000001
34.2542 	EXP 	text_2: height = 0.05000000000000001
34.2542 	EXP 	text_2: text = '_ia_n'
34.2542 	EXP 	text_2: autoDraw = True
34.2542 	EXP 	textbox: autoDraw = True
34.2542 	EXP 	text_3: autoDraw = True
34.3079 	DATA 	Mouse:  Left button up, pos=(671,153)
35.7046 	DATA 	Keypress: p
35.9713 	DATA 	Keypress: i
36.1880 	DATA 	Keypress: a
36.5047 	DATA 	Keypress: n
36.7714 	DATA 	Keypress: i
37.4747 	DATA 	Keypress: backspace
37.7884 	DATA 	Keypress: o
38.9717 	DATA 	Mouse: Left button down, pos=(734,157)
38.9729 	EXP 	New trial (rep=0, index=3): {'test': '_ea_o_'}
38.9882 	EXP 	text_2: autoDraw = False
38.9882 	EXP 	textbox: autoDraw = False
38.9882 	EXP 	text_3: autoDraw = False
38.9882 	EXP 	text_2: height = 0.05000000000000001
38.9882 	EXP 	text_2: height = 0.05000000000000001
38.9882 	EXP 	text_2: height = 0.05000000000000001
38.9882 	EXP 	text_2: text = '_ea_o_'
38.9882 	EXP 	text_2: autoDraw = True
38.9882 	EXP 	textbox: autoDraw = True
38.9882 	EXP 	text_3: autoDraw = True
39.0716 	DATA 	Mouse:  Left button up, pos=(734,157)
48.9735 	EXP 	New trial (rep=0, index=4): {'test': 'c_s_h_o_n'}
48.9891 	EXP 	text_2: autoDraw = False
48.9891 	EXP 	textbox: autoDraw = False
48.9891 	EXP 	text_3: autoDraw = False
48.9891 	EXP 	text_2: autoDraw = False
48.9891 	EXP 	textbox: autoDraw = False
48.9891 	EXP 	text_3: autoDraw = False
48.9891 	EXP 	text_2: height = 0.05000000000000001
48.9891 	EXP 	text_2: height = 0.05000000000000001
48.9891 	EXP 	text_2: height = 0.05000000000000001
48.9891 	EXP 	text_2: text = 'c_s_h_o_n'
48.9891 	EXP 	text_2: autoDraw = True
48.9891 	EXP 	textbox: autoDraw = True
48.9891 	EXP 	text_3: autoDraw = True
50.1228 	DATA 	Keypress: c
50.4395 	DATA 	Keypress: u
50.6896 	DATA 	Keypress: s
51.2895 	DATA 	Keypress: h
51.4731 	DATA 	Keypress: i
51.7062 	DATA 	Keypress: o
51.8759 	DATA 	Keypress: n
53.0398 	DATA 	Mouse: Left button down, pos=(694,158)
53.0411 	EXP 	New trial (rep=0, index=5): {'test': '_oo_'}
53.0562 	EXP 	text_2: autoDraw = False
53.0562 	EXP 	textbox: autoDraw = False
53.0562 	EXP 	text_3: autoDraw = False
53.0562 	EXP 	text_2: height = 0.05000000000000001
53.0562 	EXP 	text_2: height = 0.05000000000000001
53.0562 	EXP 	text_2: height = 0.05000000000000001
53.0562 	EXP 	text_2: text = '_oo_'
53.0562 	EXP 	text_2: autoDraw = True
53.0562 	EXP 	textbox: autoDraw = True
53.0562 	EXP 	text_3: autoDraw = True
53.1230 	DATA 	Mouse:  Left button up, pos=(694,158)
54.7732 	DATA 	Keypress: f
54.9566 	DATA 	Keypress: o
55.1234 	DATA 	Keypress: o
55.4735 	DATA 	Keypress: d
56.7235 	DATA 	Mouse: Left button down, pos=(693,145)
56.7247 	EXP 	New trial (rep=0, index=6): {'test': 't_g_r'}
56.7399 	EXP 	text_2: autoDraw = False
56.7399 	EXP 	textbox: autoDraw = False
56.7399 	EXP 	text_3: autoDraw = False
56.7399 	EXP 	text_2: height = 0.05000000000000001
56.7399 	EXP 	text_2: height = 0.05000000000000001
56.7399 	EXP 	text_2: height = 0.05000000000000001
56.7399 	EXP 	text_2: text = 't_g_r'
56.7399 	EXP 	text_2: autoDraw = True
56.7399 	EXP 	textbox: autoDraw = True
56.7399 	EXP 	text_3: autoDraw = True
56.7767 	DATA 	Mouse:  Left button up, pos=(693,145)
57.8570 	DATA 	Keypress: t
58.0403 	DATA 	Keypress: i
58.3403 	DATA 	Keypress: g
58.5570 	DATA 	Keypress: e
58.5613 	DATA 	Keypress: r
60.0406 	DATA 	Mouse: Left button down, pos=(767,145)
60.0419 	EXP 	New trial (rep=0, index=7): {'test': '_o_s_'}
60.0570 	EXP 	text_2: autoDraw = False
60.0570 	EXP 	textbox: autoDraw = False
60.0570 	EXP 	text_3: autoDraw = False
60.0570 	EXP 	text_2: height = 0.05000000000000001
60.0570 	EXP 	text_2: height = 0.05000000000000001
60.0570 	EXP 	text_2: height = 0.05000000000000001
60.0570 	EXP 	text_2: text = '_o_s_'
60.0570 	EXP 	text_2: autoDraw = True
60.0570 	EXP 	textbox: autoDraw = True
60.0570 	EXP 	text_3: autoDraw = True
60.1073 	DATA 	Mouse:  Left button up, pos=(767,145)
60.1406 	DATA 	Mouse: Left button down, pos=(767,145)
60.1419 	EXP 	New trial (rep=0, index=8): {'test': '_a_e'}
60.1569 	EXP 	text_2: autoDraw = False
60.1569 	EXP 	textbox: autoDraw = False
60.1569 	EXP 	text_3: autoDraw = False
60.1569 	EXP 	text_2: height = 0.05000000000000001
60.1569 	EXP 	text_2: height = 0.05000000000000001
60.1569 	EXP 	text_2: height = 0.05000000000000001
60.1569 	EXP 	text_2: text = '_a_e'
60.1569 	EXP 	text_2: autoDraw = True
60.1569 	EXP 	textbox: autoDraw = True
60.1569 	EXP 	text_3: autoDraw = True
60.1605 	DATA 	Mouse:  Left button up, pos=(767,145)
61.5074 	DATA 	Keypress: v
61.6073 	DATA 	Keypress: a
61.7407 	DATA 	Keypress: s
61.9407 	DATA 	Keypress: e
62.7242 	DATA 	Mouse: Left button down, pos=(758,151)
62.7255 	EXP 	New trial (rep=0, index=9): {'test': 'o_a_n_e'}
62.7406 	EXP 	text_2: autoDraw = False
62.7406 	EXP 	textbox: autoDraw = False
62.7406 	EXP 	text_3: autoDraw = False
62.7406 	EXP 	text_2: height = 0.05000000000000001
62.7406 	EXP 	text_2: height = 0.05000000000000001
62.7406 	EXP 	text_2: height = 0.05000000000000001
62.7406 	EXP 	text_2: text = 'o_a_n_e'
62.7406 	EXP 	text_2: autoDraw = True
62.7406 	EXP 	textbox: autoDraw = True
62.7406 	EXP 	text_3: autoDraw = True
62.7575 	DATA 	Mouse:  Left button up, pos=(758,151)
62.8075 	DATA 	Mouse: Left button down, pos=(758,151)
62.8089 	DATA 	Mouse:  Left button up, pos=(758,151)
62.8239 	EXP 	text_2: autoDraw = False
62.8239 	EXP 	textbox: autoDraw = False
62.8239 	EXP 	text_3: autoDraw = False
62.9179 	EXP 	window1: mouseVisible = True
